group_keyword,group_sentence_1,video_id,youtube,school_zh,school_total_videos,township_slug,township_total_videos,decision,reason
recorder (n),the recorder is the first musical instrument that many students learn.,HKLzmzYiOdA,https://www.youtube.com/watch?v=HKLzmzYiOdA,彰化縣二水鄉源泉國小,51,ershui,91,DROP,dropped: same as kvE3lkW_P6g (彰化縣彰化市泰和國小)
recorder (n),the recorder is the first musical instrument that many students learn.,Tt674RdzAAY,https://www.youtube.com/watch?v=Tt674RdzAAY,彰化縣福興鄉西勢國小,53,fuxing,143,DROP,dropped: same as kvE3lkW_P6g (彰化縣彰化市泰和國小)
recorder (n),the recorder is the first musical instrument that many students learn.,CUx8FZ0oaN8,https://www.youtube.com/watch?v=CUx8FZ0oaN8,彰化縣鹿港鎮鹿鳴國中,59,lukang,114,DROP,dropped: same as kvE3lkW_P6g (彰化縣彰化市泰和國小)
recorder (n),the recorder is the first musical instrument that many students learn.,ET_h7AV40aQ,https://www.youtube.com/watch?v=ET_h7AV40aQ,彰化縣福興鄉永豐國小,60,fuxing,143,DROP,dropped: same as kvE3lkW_P6g (彰化縣彰化市泰和國小)
recorder (n),the recorder is the first musical instrument that many students learn.,bR3ArbFfscA,https://www.youtube.com/watch?v=bR3ArbFfscA,彰化縣溪州鄉溪州國小,61,xizhou,226,DROP,dropped: same as kvE3lkW_P6g (彰化縣彰化市泰和國小)
recorder (n),the recorder is the first musical instrument that many students learn.,2wda6AumsPY,https://www.youtube.com/watch?v=2wda6AumsPY,彰化縣社頭鄉湳雅國小,71,shetou,95,DROP,dropped: same as kvE3lkW_P6g (彰化縣彰化市泰和國小)
recorder (n),the recorder is the first musical instrument that many students learn.,qh4_7YK-oXU,https://www.youtube.com/watch?v=qh4_7YK-oXU,彰化縣員林市饒明國小,83,yuanlin-city,164,DROP,dropped: same as kvE3lkW_P6g (彰化縣彰化市泰和國小)
recorder (n),the recorder is the first musical instrument that many students learn.,yZ6qNx3gmFs,https://www.youtube.com/watch?v=yZ6qNx3gmFs,彰化縣竹塘鄉竹塘國小,100,zhutang,183,DROP,dropped: same as kvE3lkW_P6g (彰化縣彰化市泰和國小)
relay race,"in the relay race, students pass their batons to the next runners.",yXPsm2HIQHM,https://www.youtube.com/watch?v=yXPsm2HIQHM,彰化縣北斗鎮萬來國小,113,beidou,199,KEEP,kept: smallest school count (113 videos)
relay race,"in the relay race, students pass their batons to the next runners.",J3Ws9zxJPJo,https://www.youtube.com/watch?v=J3Ws9zxJPJo,彰化縣芳苑鄉路上國小,129,fangyuan,213,DROP,dropped: same as yXPsm2HIQHM (彰化縣北斗鎮萬來國小)
flea market,the students set up a flea market at their school.,30Ptz7aamxw,https://www.youtube.com/watch?v=30Ptz7aamxw,彰化縣社頭鄉湳雅國小,71,shetou,95,KEEP,kept: smallest school count (71 videos)
flea market,the students set up a flea market at their school.,euCNaE1LqDc,https://www.youtube.com/watch?v=euCNaE1LqDc,彰化縣竹塘鄉竹塘國小,100,zhutang,183,DROP,dropped: same as 30Ptz7aamxw (彰化縣社頭鄉湳雅國小)
professional development,"in taiwan, all schools have professional development sessions for teachers.",dlrWhrYKC6k,https://www.youtube.com/watch?v=dlrWhrYKC6k,彰化縣員林市崇實高工,10,yuanlin-city,164,KEEP,kept: smallest school count (10 videos)
professional development,"in taiwan, all schools have professional development sessions for teachers.",WmjizPN9QMY,https://www.youtube.com/watch?v=WmjizPN9QMY,彰化縣彰化市泰和國小,12,changhua-city,387,DROP,dropped: same as dlrWhrYKC6k (彰化縣員林市崇實高工)
professional development,"in taiwan, all schools have professional development sessions for teachers.",bPr_n79OoAA,https://www.youtube.com/watch?v=bPr_n79OoAA,彰化縣彰化市民生國小,12,changhua-city,387,DROP,dropped: same as dlrWhrYKC6k (彰化縣員林市崇實高工)
professional development,"in taiwan, all schools have professional development sessions for teachers.",YhcouxGMLJU,https://www.youtube.com/watch?v=YhcouxGMLJU,彰化縣秀水鄉明正國小,14,xiushui,14,DROP,dropped: same as dlrWhrYKC6k (彰化縣員林市崇實高工)
professional development,"in taiwan, all schools have professional development sessions for teachers.",yicrfJKEHeI,https://www.youtube.com/watch?v=yicrfJKEHeI,彰化縣秀水鄉明正國小,14,xiushui,14,DROP,dropped: same as dlrWhrYKC6k (彰化縣員林市崇實高工)
professional development,"in taiwan, all schools have professional development sessions for teachers.",myqNdaulrME,https://www.youtube.com/watch?v=myqNdaulrME,彰化縣鹿港鎮東興國小,14,lukang,114,DROP,dropped: same as dlrWhrYKC6k (彰化縣員林市崇實高工)
professional development,"in taiwan, all schools have professional development sessions for teachers.",slDzxaisRdw,https://www.youtube.com/watch?v=slDzxaisRdw,彰化縣彰化市聯興國小,17,changhua-city,387,DROP,dropped: same as dlrWhrYKC6k (彰化縣員林市崇實高工)
professional development,"in taiwan, all schools have professional development sessions for teachers.",l3Jft0if59o,https://www.youtube.com/watch?v=l3Jft0if59o,彰化縣彰化市彰興國中,22,changhua-city,387,DROP,dropped: same as dlrWhrYKC6k (彰化縣員林市崇實高工)
professional development,"in taiwan, all schools have professional development sessions for teachers.",-lRIR2Ec01k,https://www.youtube.com/watch?v=-lRIR2Ec01k,彰化縣社頭鄉朝興國小,24,shetou,95,DROP,dropped: same as dlrWhrYKC6k (彰化縣員林市崇實高工)
professional development,"in taiwan, all schools have professional development sessions for teachers.",a9XHpid4R-M,https://www.youtube.com/watch?v=a9XHpid4R-M,彰化縣田中鎮田中國小,24,tianzhong,271,DROP,dropped: same as dlrWhrYKC6k (彰化縣員林市崇實高工)
professional development,"in taiwan, all schools have professional development sessions for teachers.",V-AxM3LZc00,https://www.youtube.com/watch?v=V-AxM3LZc00,彰化縣和美鎮新庄國小,25,hemei,99,DROP,dropped: same as dlrWhrYKC6k (彰化縣員林市崇實高工)
professional development,"in taiwan, all schools have professional development sessions for teachers.",e7VzwL0-vUI,https://www.youtube.com/watch?v=e7VzwL0-vUI,彰化縣彰化市南興國小,29,changhua-city,387,DROP,dropped: same as dlrWhrYKC6k (彰化縣員林市崇實高工)
professional development,"in taiwan, all schools have professional development sessions for teachers.",-wmmsX6RFnI,https://www.youtube.com/watch?v=-wmmsX6RFnI,彰化縣彰化市快官國小,32,changhua-city,387,DROP,dropped: same as dlrWhrYKC6k (彰化縣員林市崇實高工)
professional development,"in taiwan, all schools have professional development sessions for teachers.",0tfp9LqvNqk,https://www.youtube.com/watch?v=0tfp9LqvNqk,彰化縣永靖鄉福德國小,36,yongjing,60,DROP,dropped: same as dlrWhrYKC6k (彰化縣員林市崇實高工)
professional development,"in taiwan, all schools have professional development sessions for teachers.",gbF8E2pTFW0,https://www.youtube.com/watch?v=gbF8E2pTFW0,彰化縣二林鎮廣興國小,37,erlin,114,DROP,dropped: same as dlrWhrYKC6k (彰化縣員林市崇實高工)
professional development,"in taiwan, all schools have professional development sessions for teachers.",PJIrdFvXP7g,https://www.youtube.com/watch?v=PJIrdFvXP7g,彰化縣溪州鄉溪州國中,38,xizhou,226,DROP,dropped: same as dlrWhrYKC6k (彰化縣員林市崇實高工)
professional development,"in taiwan, all schools have professional development sessions for teachers.",W03Qoa38Jf4,https://www.youtube.com/watch?v=W03Qoa38Jf4,彰化縣芳苑鄉芳苑國小,46,fangyuan,213,DROP,dropped: same as dlrWhrYKC6k (彰化縣員林市崇實高工)
professional development,"in taiwan, all schools have professional development sessions for teachers.",-01_F0oW-Ts,https://www.youtube.com/watch?v=-01_F0oW-Ts,彰化縣二林鎮二林國小,55,erlin,114,DROP,dropped: same as dlrWhrYKC6k (彰化縣員林市崇實高工)
professional development,"in taiwan, all schools have professional development sessions for teachers.",GvLxtTZy7M4,https://www.youtube.com/watch?v=GvLxtTZy7M4,彰化縣田中鎮新民國小,58,tianzhong,271,DROP,dropped: same as dlrWhrYKC6k (彰化縣員林市崇實高工)
professional development,"in taiwan, all schools have professional development sessions for teachers.",VFoLI-9YsYM,https://www.youtube.com/watch?v=VFoLI-9YsYM,彰化縣福興鄉永豐國小,60,fuxing,143,DROP,dropped: same as dlrWhrYKC6k (彰化縣員林市崇實高工)
professional development,"in taiwan, all schools have professional development sessions for teachers.",QGmYvgUYPPc,https://www.youtube.com/watch?v=QGmYvgUYPPc,彰化縣竹塘鄉竹塘國小,100,zhutang,183,DROP,dropped: same as dlrWhrYKC6k (彰化縣員林市崇實高工)
professional development,"in taiwan, all schools have professional development sessions for teachers.",-pAc5LbMnv4,https://www.youtube.com/watch?v=-pAc5LbMnv4,彰化縣彰化市中山國小,104,changhua-city,387,DROP,dropped: same as dlrWhrYKC6k (彰化縣員林市崇實高工)
professional development,"in taiwan, all schools have professional development sessions for teachers.",Ofy3p9h5u4w,https://www.youtube.com/watch?v=Ofy3p9h5u4w,彰化縣伸港鄉大同國小,105,shenkang,149,DROP,dropped: same as dlrWhrYKC6k (彰化縣員林市崇實高工)
professional development,"in taiwan, all schools have professional development sessions for teachers.",WFZqmcXTCls,https://www.youtube.com/watch?v=WFZqmcXTCls,彰化縣北斗鎮萬來國小,113,beidou,199,DROP,dropped: same as dlrWhrYKC6k (彰化縣員林市崇實高工)
recite (v),the students recite words and sentences in english.,8THF-rw1E7A,https://www.youtube.com/watch?v=8THF-rw1E7A,彰化縣竹塘鄉竹塘國小,100,zhutang,183,KEEP,kept: smallest school count (100 videos)
recite (v),the students recite words and sentences in english.,_ds3r2KxUH4,https://www.youtube.com/watch?v=_ds3r2KxUH4,彰化縣芳苑鄉路上國小,129,fangyuan,213,DROP,dropped: same as 8THF-rw1E7A (彰化縣竹塘鄉竹塘國小)
mother's day (n),the students are making mother’s day cards.,hB1Bl4la_Ug,https://www.youtube.com/watch?v=hB1Bl4la_Ug,彰化縣彰化市平和國小,30,changhua-city,387,KEEP,kept: smallest school count (30 videos)
mother's day (n),the students are making mother’s day cards.,NyfsWBj5isk,https://www.youtube.com/watch?v=NyfsWBj5isk,彰化縣彰化市中山國小,104,changhua-city,387,DROP,dropped: same as hB1Bl4la_Ug (彰化縣彰化市平和國小)
volleyball (n),the students practice volleyball.,E2s7WquHmks,https://www.youtube.com/watch?v=E2s7WquHmks,彰化縣彰化市平和國小,30,changhua-city,387,KEEP,kept: smallest school count (30 videos)
volleyball (n),the students practice volleyball.,oo0wxV-EpEk,https://www.youtube.com/watch?v=oo0wxV-EpEk,彰化縣和美鎮和仁國小,45,hemei,99,DROP,dropped: same as E2s7WquHmks (彰化縣彰化市平和國小)
technology (n),technology is an important part of modern education.,xG09I-19ww4,https://www.youtube.com/watch?v=xG09I-19ww4,彰化縣彰化市平和國小,30,changhua-city,387,KEEP,kept: smallest school count (30 videos)
technology (n),technology is an important part of modern education.,vM_4eFOroyw,https://www.youtube.com/watch?v=vM_4eFOroyw,彰化縣二水鄉源泉國小,51,ershui,91,DROP,dropped: same as xG09I-19ww4 (彰化縣彰化市平和國小)
computer class (n),the students learn how to use computers in computer class.,O1ZQ4t7y8Iw,https://www.youtube.com/watch?v=O1ZQ4t7y8Iw,彰化縣彰化市泰和國小,12,changhua-city,387,KEEP,kept: smallest school count (12 videos)
computer class (n),the students learn how to use computers in computer class.,IcqRwtytKpY,https://www.youtube.com/watch?v=IcqRwtytKpY,彰化縣彰化市平和國小,30,changhua-city,387,DROP,dropped: same as O1ZQ4t7y8Iw (彰化縣彰化市泰和國小)
farm (v),the students learn about farming at school.,SvZt4_zBSRQ,https://www.youtube.com/watch?v=SvZt4_zBSRQ,彰化縣福興鄉育新國小,28,fuxing,143,KEEP,kept: smallest school count (28 videos)
farm (v),the students learn about farming at school.,wBrCZ-IF2aQ,https://www.youtube.com/watch?v=wBrCZ-IF2aQ,彰化縣社頭鄉湳雅國小,71,shetou,95,DROP,dropped: same as SvZt4_zBSRQ (彰化縣福興鄉育新國小)
farm (v),the students learn about farming at school.,zp9JSUUnjuU,https://www.youtube.com/watch?v=zp9JSUUnjuU,彰化縣田中鎮明禮國小,80,tianzhong,271,DROP,dropped: same as SvZt4_zBSRQ (彰化縣福興鄉育新國小)
farm (v),the students learn about farming at school.,dt9WkByB1As,https://www.youtube.com/watch?v=dt9WkByB1As,彰化縣田中鎮三潭國小,92,tianzhong,271,DROP,dropped: same as SvZt4_zBSRQ (彰化縣福興鄉育新國小)
professional development (n),"in taiwan, all schools have professional development sessions for teachers.",SJ7JZ5sswj4,https://www.youtube.com/watch?v=SJ7JZ5sswj4,彰化縣和美鎮和美高中,7,hemei,99,KEEP,kept: smallest school count (7 videos)
professional development (n),"in taiwan, all schools have professional development sessions for teachers.",vHSLadkhZ-c,https://www.youtube.com/watch?v=vHSLadkhZ-c,彰化縣埤頭鄉合興國小,13,pitou,112,DROP,dropped: same as SJ7JZ5sswj4 (彰化縣和美鎮和美高中)
professional development (n),"in taiwan, all schools have professional development sessions for teachers.",hk6iVT43djo,https://www.youtube.com/watch?v=hk6iVT43djo,彰化縣田尾鄉仁豐國小,20,tianwei,21,DROP,dropped: same as SJ7JZ5sswj4 (彰化縣和美鎮和美高中)
professional development (n),"in taiwan, all schools have professional development sessions for teachers.",ezRQscsL-vg,https://www.youtube.com/watch?v=ezRQscsL-vg,彰化縣溪州鄉大莊國小,23,xizhou,226,DROP,dropped: same as SJ7JZ5sswj4 (彰化縣和美鎮和美高中)
professional development (n),"in taiwan, all schools have professional development sessions for teachers.",aSvV4qgFpPc,https://www.youtube.com/watch?v=aSvV4qgFpPc,彰化縣彰化市平和國小,30,changhua-city,387,DROP,dropped: same as SJ7JZ5sswj4 (彰化縣和美鎮和美高中)
professional development (n),"in taiwan, all schools have professional development sessions for teachers.",owMXzw0hzCw,https://www.youtube.com/watch?v=owMXzw0hzCw,彰化縣北斗鎮北斗國中,31,beidou,199,DROP,dropped: same as SJ7JZ5sswj4 (彰化縣和美鎮和美高中)
professional development (n),"in taiwan, all schools have professional development sessions for teachers.",Cn5adqutUls,https://www.youtube.com/watch?v=Cn5adqutUls,彰化縣田中鎮明禮國小,80,tianzhong,271,DROP,dropped: same as SJ7JZ5sswj4 (彰化縣和美鎮和美高中)
climbing trees,the students use special equipment to climb trees.,OXd3bFPto34,https://www.youtube.com/watch?v=OXd3bFPto34,彰化縣和美鎮和美國小,22,hemei,99,KEEP,kept: smallest school count (22 videos)
climbing trees,the students use special equipment to climb trees.,Px-o2G2KC48,https://www.youtube.com/watch?v=Px-o2G2KC48,彰化縣北斗鎮北斗國中,31,beidou,199,DROP,dropped: same as OXd3bFPto34 (彰化縣和美鎮和美國小)
climbing trees,the students use special equipment to climb trees.,EwP58Dj8gE4,https://www.youtube.com/watch?v=EwP58Dj8gE4,彰化縣大村鄉村東國小,35,dacun,49,DROP,dropped: same as OXd3bFPto34 (彰化縣和美鎮和美國小)
climbing trees,the students use special equipment to climb trees.,eG7gPygcbxE,https://www.youtube.com/watch?v=eG7gPygcbxE,彰化縣溪州鄉溪州國中,38,xizhou,226,DROP,dropped: same as OXd3bFPto34 (彰化縣和美鎮和美國小)
climbing trees,the students use special equipment to climb trees.,Ly_2mN4nR8I,https://www.youtube.com/watch?v=Ly_2mN4nR8I,彰化縣福興鄉西勢國小,53,fuxing,143,DROP,dropped: same as OXd3bFPto34 (彰化縣和美鎮和美國小)
climbing trees,the students use special equipment to climb trees.,qaUTQ1wla40,https://www.youtube.com/watch?v=qaUTQ1wla40,彰化縣社頭鄉湳雅國小,71,shetou,95,DROP,dropped: same as OXd3bFPto34 (彰化縣和美鎮和美國小)
slide (n),i go down the slide.,WijOFJGbgkY,https://www.youtube.com/watch?v=WijOFJGbgkY,彰化縣田尾鄉仁豐國小,20,tianwei,21,KEEP,kept: smallest school count (20 videos)
slide (n),i go down the slide.,bylcEcrOaLQ,https://www.youtube.com/watch?v=bylcEcrOaLQ,彰化縣和美鎮和美國小,22,hemei,99,DROP,dropped: same as WijOFJGbgkY (彰化縣田尾鄉仁豐國小)
slide (n),i go down the slide.,AuwZCLdranM,https://www.youtube.com/watch?v=AuwZCLdranM,彰化縣埤頭鄉中和國小,71,pitou,112,DROP,dropped: same as WijOFJGbgkY (彰化縣田尾鄉仁豐國小)
chinese flute (n),the chinese flute is a woodwind instrument.,f-1sCfWWsR8,https://www.youtube.com/watch?v=f-1sCfWWsR8,彰化縣溪州鄉溪州國中,38,xizhou,226,KEEP,kept: smallest school count (38 videos)
chinese flute (n),the chinese flute is a woodwind instrument.,2Xv8D6VqSZQ,https://www.youtube.com/watch?v=2Xv8D6VqSZQ,彰化縣田中鎮明禮國小,80,tianzhong,271,DROP,dropped: same as f-1sCfWWsR8 (彰化縣溪州鄉溪州國中)
ping pong (n),"ping pong, also known as table tennis, is a fun sport you can play indoors.",jheeFn6ceNg,https://www.youtube.com/watch?v=jheeFn6ceNg,彰化縣彰化市快官國小,32,changhua-city,387,KEEP,kept: smallest school count (32 videos)
ping pong (n),"ping pong, also known as table tennis, is a fun sport you can play indoors.",Eu07YnrrQ70,https://www.youtube.com/watch?v=Eu07YnrrQ70,彰化縣鹿港鎮鹿鳴國中,59,lukang,114,DROP,dropped: same as jheeFn6ceNg (彰化縣彰化市快官國小)
recess  (n),"after the bell rings for recess, most students go outside to play.",woePUstm9s4,https://www.youtube.com/watch?v=woePUstm9s4,彰化縣秀水鄉明正國小,14,xiushui,14,KEEP,kept: smallest school count (14 videos)
recess  (n),"after the bell rings for recess, most students go outside to play.",MPNtsCIyAj0,https://www.youtube.com/watch?v=MPNtsCIyAj0,彰化縣田尾鄉仁豐國小,20,tianwei,21,DROP,dropped: same as woePUstm9s4 (彰化縣秀水鄉明正國小)
recess  (n),"after the bell rings for recess, most students go outside to play.",Yfx5LIVI46w,https://www.youtube.com/watch?v=Yfx5LIVI46w,彰化縣二林鎮二林國小,55,erlin,114,DROP,dropped: same as woePUstm9s4 (彰化縣秀水鄉明正國小)
recess  (n),"after the bell rings for recess, most students go outside to play.",obRi0IPsAl8,https://www.youtube.com/watch?v=obRi0IPsAl8,彰化縣員林市育英國小,66,yuanlin-city,164,DROP,dropped: same as woePUstm9s4 (彰化縣秀水鄉明正國小)
dance routine (n),"the girls work very hard, rehearsing their dance routines with their instructor.",-xVb9p5Z65Q,https://www.youtube.com/watch?v=-xVb9p5Z65Q,彰化縣彰化市信義國中小,18,changhua-city,387,KEEP,kept: smallest school count (18 videos)
dance routine (n),"the girls work very hard, rehearsing their dance routines with their instructor.",tQI9sK3rdLI,https://www.youtube.com/watch?v=tQI9sK3rdLI,彰化縣大村鄉村東國小,35,dacun,49,DROP,dropped: same as -xVb9p5Z65Q (彰化縣彰化市信義國中小)
dance routine (n),"the girls work very hard, rehearsing their dance routines with their instructor.",PVOG86gbq_I,https://www.youtube.com/watch?v=PVOG86gbq_I,彰化縣鹿港鎮鹿鳴國中,59,lukang,114,DROP,dropped: same as -xVb9p5Z65Q (彰化縣彰化市信義國中小)
dance routine (n),"the girls work very hard, rehearsing their dance routines with their instructor.",HHoCQEVoP40,https://www.youtube.com/watch?v=HHoCQEVoP40,彰化縣北斗鎮萬來國小,113,beidou,199,DROP,dropped: same as -xVb9p5Z65Q (彰化縣彰化市信義國中小)
recycling (n),recycling is a way to reuse materials like paper and plastic.,lf7A-eQ4-y4,https://www.youtube.com/watch?v=lf7A-eQ4-y4,彰化縣田中鎮田中國小,24,tianzhong,271,KEEP,kept: smallest school count (24 videos)
recycling (n),recycling is a way to reuse materials like paper and plastic.,2DXeXZv_LbA,https://www.youtube.com/watch?v=2DXeXZv_LbA,彰化縣鹿港鎮鹿鳴國中,59,lukang,114,DROP,dropped: same as lf7A-eQ4-y4 (彰化縣田中鎮田中國小)
recycling (n),recycling is a way to reuse materials like paper and plastic.,CEEmtz7jn6g,https://www.youtube.com/watch?v=CEEmtz7jn6g,彰化縣竹塘鄉竹塘國小,100,zhutang,183,DROP,dropped: same as lf7A-eQ4-y4 (彰化縣田中鎮田中國小)
recycling (n),recycling is a way to reuse materials like paper and plastic.,hXlVQ5nqjBI,https://www.youtube.com/watch?v=hXlVQ5nqjBI,彰化縣伸港鄉大同國小,105,shenkang,149,DROP,dropped: same as lf7A-eQ4-y4 (彰化縣田中鎮田中國小)
recycling (n),recycling is a way to reuse materials like paper and plastic.,Xj3aXpbXCnc,https://www.youtube.com/watch?v=Xj3aXpbXCnc,彰化縣北斗鎮萬來國小,113,beidou,199,DROP,dropped: same as lf7A-eQ4-y4 (彰化縣田中鎮田中國小)
recycling (n),recycling is a way to reuse materials like paper and plastic.,kitYg0aS5Iw,https://www.youtube.com/watch?v=kitYg0aS5Iw,彰化縣芳苑鄉路上國小,129,fangyuan,213,DROP,dropped: same as lf7A-eQ4-y4 (彰化縣田中鎮田中國小)
school band (n),the school band provides music for the morning assembly.,jv-_JBK3bZI,https://www.youtube.com/watch?v=jv-_JBK3bZI,彰化縣埔心鄉埔心國中,5,puxin,40,KEEP,kept: smallest school count (5 videos)
school band (n),the school band provides music for the morning assembly.,82h7CNbk1UU,https://www.youtube.com/watch?v=82h7CNbk1UU,彰化縣伸港鄉大同國小,105,shenkang,149,DROP,dropped: same as jv-_JBK3bZI (彰化縣埔心鄉埔心國中)
school band (n),the school band provides music for the morning assembly.,-M_RfDF9Ed0,https://www.youtube.com/watch?v=-M_RfDF9Ed0,彰化縣北斗鎮萬來國小,113,beidou,199,DROP,dropped: same as jv-_JBK3bZI (彰化縣埔心鄉埔心國中)
mobile library (n),the mobile library is a truck that's been converted into a small library.,04dJmaHaBQo,https://www.youtube.com/watch?v=04dJmaHaBQo,彰化縣大村鄉村東國小,35,dacun,49,KEEP,kept: smallest school count (35 videos)
mobile library (n),the mobile library is a truck that's been converted into a small library.,b2z_WZU0zsU,https://www.youtube.com/watch?v=b2z_WZU0zsU,彰化縣永靖鄉福德國小,36,yongjing,60,DROP,dropped: same as 04dJmaHaBQo (彰化縣大村鄉村東國小)
mobile library (n),the mobile library is a truck that's been converted into a small library.,H8xgBiZoqhs,https://www.youtube.com/watch?v=H8xgBiZoqhs,彰化縣社頭鄉湳雅國小,71,shetou,95,DROP,dropped: same as 04dJmaHaBQo (彰化縣大村鄉村東國小)
mobile library (n),the mobile library is a truck that's been converted into a small library.,vTe0fMpsu_M,https://www.youtube.com/watch?v=vTe0fMpsu_M,彰化縣伸港鄉大同國小,105,shenkang,149,DROP,dropped: same as 04dJmaHaBQo (彰化縣大村鄉村東國小)
shuttlecock (n),the kids are playing with a shuttlecock for the first time.,MvhVr8esiQw,https://www.youtube.com/watch?v=MvhVr8esiQw,彰化縣永靖鄉福德國小,36,yongjing,60,KEEP,kept: smallest school count (36 videos)
shuttlecock (n),the kids are playing with a shuttlecock for the first time.,ZqXgeL7ye70,https://www.youtube.com/watch?v=ZqXgeL7ye70,彰化縣二水鄉源泉國小,51,ershui,91,DROP,dropped: same as MvhVr8esiQw (彰化縣永靖鄉福德國小)
art museum (n),the students go to an art museum.,Cq392FQqgJk,https://www.youtube.com/watch?v=Cq392FQqgJk,彰化縣竹塘鄉土庫國小,35,zhutang,183,KEEP,kept: smallest school count (35 videos)
art museum (n),the students go to an art museum.,5MWdN1jj6Cg,https://www.youtube.com/watch?v=5MWdN1jj6Cg,彰化縣員林市育英國小,66,yuanlin-city,164,DROP,dropped: same as Cq392FQqgJk (彰化縣竹塘鄉土庫國小)
math class (n),the students are in math class.,hl0aTnC-VHk,https://www.youtube.com/watch?v=hl0aTnC-VHk,彰化縣彰化市泰和國小,12,changhua-city,387,KEEP,kept: smallest school count (12 videos)
math class (n),the students are in math class.,B-fHA7pqfCw,https://www.youtube.com/watch?v=B-fHA7pqfCw,彰化縣福興鄉育新國小,28,fuxing,143,DROP,dropped: same as hl0aTnC-VHk (彰化縣彰化市泰和國小)
correct (v),the teachers correct the students' work.,8W8fTUuXIH8,https://www.youtube.com/watch?v=8W8fTUuXIH8,彰化縣彰化市泰和國小,12,changhua-city,387,KEEP,kept: smallest school count (12 videos)
correct (v),the teachers correct the students' work.,JfSLS_JR0tk,https://www.youtube.com/watch?v=JfSLS_JR0tk,彰化縣鹿港鎮文開國小,16,lukang,114,DROP,dropped: same as 8W8fTUuXIH8 (彰化縣彰化市泰和國小)
correct (v),the teachers correct the students' work.,cNJ5QyakzYc,https://www.youtube.com/watch?v=cNJ5QyakzYc,彰化縣田中鎮大安國小,17,tianzhong,271,DROP,dropped: same as 8W8fTUuXIH8 (彰化縣彰化市泰和國小)
correct (v),the teachers correct the students' work.,yB7eQxf4138,https://www.youtube.com/watch?v=yB7eQxf4138,彰化縣彰化市聯興國小,17,changhua-city,387,DROP,dropped: same as 8W8fTUuXIH8 (彰化縣彰化市泰和國小)
correct (v),the teachers correct the students' work.,RP_7kp-cQTU,https://www.youtube.com/watch?v=RP_7kp-cQTU,彰化縣彰化市信義國中小,18,changhua-city,387,DROP,dropped: same as 8W8fTUuXIH8 (彰化縣彰化市泰和國小)
correct (v),the teachers correct the students' work.,c0jeoopgKDw,https://www.youtube.com/watch?v=c0jeoopgKDw,彰化縣鹿港鎮頂番國小,19,lukang,114,DROP,dropped: same as 8W8fTUuXIH8 (彰化縣彰化市泰和國小)
correct (v),the teachers correct the students' work.,uf7CAXu-o20,https://www.youtube.com/watch?v=uf7CAXu-o20,彰化縣溪州鄉大莊國小,23,xizhou,226,DROP,dropped: same as 8W8fTUuXIH8 (彰化縣彰化市泰和國小)
correct (v),the teachers correct the students' work.,6TX1mFzyYLI,https://www.youtube.com/watch?v=6TX1mFzyYLI,彰化縣田中鎮田中國小,24,tianzhong,271,DROP,dropped: same as 8W8fTUuXIH8 (彰化縣彰化市泰和國小)
correct (v),the teachers correct the students' work.,jXGI2IVK248,https://www.youtube.com/watch?v=jXGI2IVK248,彰化縣二水鄉二水國小,40,ershui,91,DROP,dropped: same as 8W8fTUuXIH8 (彰化縣彰化市泰和國小)
correct (v),the teachers correct the students' work.,3S7CBxj4wxk,https://www.youtube.com/watch?v=3S7CBxj4wxk,彰化縣伸港鄉新港國小,44,shenkang,149,DROP,dropped: same as 8W8fTUuXIH8 (彰化縣彰化市泰和國小)
correct (v),the teachers correct the students' work.,bZ3QG2ZlHz0,https://www.youtube.com/watch?v=bZ3QG2ZlHz0,彰化縣芳苑鄉芳苑國小,46,fangyuan,213,DROP,dropped: same as 8W8fTUuXIH8 (彰化縣彰化市泰和國小)
correct (v),the teachers correct the students' work.,yzK1bGY2-W0,https://www.youtube.com/watch?v=yzK1bGY2-W0,彰化縣二水鄉源泉國小,51,ershui,91,DROP,dropped: same as 8W8fTUuXIH8 (彰化縣彰化市泰和國小)
correct (v),the teachers correct the students' work.,xZmjgnpHfzw,https://www.youtube.com/watch?v=xZmjgnpHfzw,彰化縣福興鄉永豐國小,60,fuxing,143,DROP,dropped: same as 8W8fTUuXIH8 (彰化縣彰化市泰和國小)
correct (v),the teachers correct the students' work.,8Lp6Sa2SqfA,https://www.youtube.com/watch?v=8Lp6Sa2SqfA,彰化縣社頭鄉湳雅國小,71,shetou,95,DROP,dropped: same as 8W8fTUuXIH8 (彰化縣彰化市泰和國小)
chinese class (n),the students are in chinese class.,J2nNV8TwbPk,https://www.youtube.com/watch?v=J2nNV8TwbPk,彰化縣彰化市泰和國小,12,changhua-city,387,KEEP,kept: smallest school count (12 videos)
chinese class (n),the students are in chinese class.,FKvyUYwtet0,https://www.youtube.com/watch?v=FKvyUYwtet0,彰化縣二水鄉源泉國小,51,ershui,91,DROP,dropped: same as J2nNV8TwbPk (彰化縣彰化市泰和國小)
hula hoop,the students are playing hula hoops.,Mm5wT-4dm9I,https://www.youtube.com/watch?v=Mm5wT-4dm9I,彰化縣永靖鄉福德國小,36,yongjing,60,KEEP,kept: smallest school count (36 videos)
hula hoop,the students are playing hula hoops.,bEDbN0FYqJs,https://www.youtube.com/watch?v=bEDbN0FYqJs,彰化縣二水鄉源泉國小,51,ershui,91,DROP,dropped: same as Mm5wT-4dm9I (彰化縣永靖鄉福德國小)
